neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
1,19,1,248,6,1,1155,1,0
0,36,0,100,8,1,661,1,0
1,11,1,180,2,1,1183,1,0
0,21,0,60,2,12,1068,1,0
0,6,1,83,2,88,38,1,165
0,15,0,45,2,1,785,1,0
0,12,0,135,1,1,1286,1,0
1,23,1,275,3,0,-1,1,0
1,19,1,230,3,12,115,1,4
1,23,1,180,2,178,13,1,227
1,8,1,175,21,1,1287,1,0
2,154,0,110,2,1,9,1,325
0,12,1,160,3,87,17,1,302
0,6,1,115,2,9,872,1,0
1,28,2,169,2,3,801,1,0
0,12,0,100,1,0,-1,1,0
1,26,1,87,30,4,682,52,325
2,49,0,75,1,4,58,1,0
1,8,1,130,1,10,100,1,0
1,11,1,115,30,7,935,1,251
2,63,0,50,1,1,1288,5,183
1,7,1,200,2,2,236,1,0
2,63,0,55,1,13,1143,5,281
1,28,1,125,1,7,467,1,0
2,25,1,160,4,79,38,1,133
0,147,0,39,1,158,6,10,32
1,7,0,89,4,56,21,2,301
0,100,1,85,4,60,4,1,247
0,15,0,50,1,4,35,1,0
0,6,1,229,2,195,6,1,254
1,45,1,130,4,4,597,1,0
2,139,1,149,3,82,9,2,327
0,24,1,120,3,3,841,1,16
0,12,0,45,1,1,1289,1,0
2,44,0,56,3,45,19,2,304
1,28,1,295,6,0,-1,1,0
0,21,0,75,2,53,32,1,340
1,30,1,110,7,0,-1,1,0
1,4,1,115,4,68,86,1,10
0,24,0,90,4,12,115,1,365
1,23,0,109,3,83,70,2,355
4,69,0,49,2,42,24,4,227
0,54,1,100,1,102,27,2,243
1,19,1,295,2,4,1290,1,0
0,123,1,245,1,50,70,1,19
1,4,0,79,3,56,25,2,90
1,7,0,60,1,22,1291,1,0
0,6,1,125,3,7,339,1,0
0,21,0,55,1,8,675,1,0
1,1,0,425,7,1,236,3,0
0,17,1,150,14,1,708,1,0
0,6,1,130,5,0,-1,1,0
1,28,1,250,1,0,-1,1,0
0,22,0,49,3,7,902,2,0
1,19,1,250,3,0,-1,1,0
1,8,0,97,2,114,6,1,363
1,2,1,115,1,8,1292,1,0
1,8,1,200,2,22,1,1,0
1,28,1,250,30,4,1075,9,311
1,28,1,200,30,8,563,9,336
0,16,1,160,1,323,4,1,211
1,2,1,90,30,20,21,1,249
0,13,1,239,3,19,1293,1,257
1,30,1,290,4,21,64,1,193
0,29,1,150,6,5,207,1,0
0,20,0,55,1,75,17,3,173
0,10,1,380,4,7,188,1,62
0,12,1,120,2,19,49,1,11
0,6,1,200,7,0,-1,1,0
0,33,0,188,2,0,-1,1,0
0,6,1,103,2,5,64,1,211
2,155,1,64,2,192,32,1,234
1,19,1,195,5,3,1131,1,0
1,14,2,70,2,126,11,1,309
1,2,1,150,2,36,261,2,0
1,11,1,300,3,0,-1,1,0
0,79,1,60,1,0,-1,1,0
0,15,0,150,7,21,115,2,292
1,64,0,105,1,102,27,1,362
1,14,1,360,3,28,52,1,128
1,2,0,165,2,6,48,1,363
1,14,1,325,2,19,1294,1,0
1,19,0,105,2,9,1295,2,191
1,18,0,57,4,0,-1,1,4
1,19,0,100,6,10,13,1,200
0,6,1,129,2,179,27,2,285
1,2,1,229,5,38,116,2,332
0,6,0,64,1,14,1226,1,0
0,21,1,100,3,4,1296,1,0
1,23,1,99,30,21,601,8,52
1,8,1,300,30,4,382,12,310
0,10,0,84,2,11,358,3,87
0,22,1,125,3,6,1297,1,0
0,15,0,50,1,0,-1,1,0
1,11,1,200,2,9,159,1,0
1,68,1,350,1,0,-1,1,0
1,8,1,80,30,5,682,1,180
1,2,0,180,1,26,86,1,0
4,80,1,105,30,18,70,1,52
0,21,1,200,7,0,-1,1,0
0,54,1,100,2,1,124,2,363
2,124,1,90,30,11,359,3,189
1,7,1,160,1,8,491,1,0
0,12,1,250,2,103,84,1,315
1,2,1,115,2,84,46,1,50
1,28,1,250,2,0,-1,1,0
1,8,1,130,5,9,490,1,0
1,11,0,159,2,150,12,1,54
0,3,1,110,3,189,13,1,268
0,21,0,60,3,4,1298,1,0
4,59,0,57,3,20,38,1,311
0,10,1,180,1,7,31,1,0
0,6,1,250,1,4,638,4,165
1,4,0,92,3,48,32,2,115
1,64,1,195,3,66,317,1,0
4,69,0,47,2,97,214,4,262
1,23,1,175,3,2,646,1,0
1,11,1,175,1,0,-1,2,0
1,8,1,165,2,9,926,1,0
0,22,0,79,3,35,63,2,336
1,14,1,345,7,95,11,1,13
0,12,0,80,2,108,21,2,4
1,2,1,300,4,143,9,1,204
1,23,1,325,4,0,-1,1,0
1,68,1,249,1,0,-1,1,0
1,71,1,699,6,186,2,2,254
4,156,0,25,30,6,51,4,219
1,7,1,195,1,136,2,1,203
1,4,1,165,2,146,4,3,277
1,4,0,65,2,219,12,2,35
1,8,1,550,4,0,-1,1,0
1,2,1,149,3,28,106,1,329
2,25,1,225,1,1,1182,1,0
0,12,1,135,2,0,-1,1,0
1,27,1,495,30,159,214,1,129
1,9,1,200,2,23,1109,1,0
0,6,1,125,3,24,17,2,69
2,44,1,95,4,44,13,1,271
0,6,1,135,3,15,16,2,89
0,21,1,120,3,4,1299,1,157
0,16,1,160,14,1,1182,1,36
0,12,1,225,2,0,-1,1,0
0,12,0,139,2,6,492,3,36
1,28,0,69,2,11,138,1,240
0,6,0,100,30,2,572,4,7
1,2,0,71,3,211,2,1,6
1,68,0,250,1,4,1212,1,365
0,12,0,70,2,15,1110,2,0
1,19,1,225,1,0,-1,1,0
1,43,1,170,1,2,1131,1,0
0,35,1,125,3,2,788,1,161
0,21,1,139,2,190,102,1,218
2,25,0,69,1,0,-1,1,0
1,8,1,199,2,19,77,1,0
1,19,1,175,1,2,1300,1,0
0,38,1,120,3,3,120,1,0
1,43,0,100,5,2,207,1,0
1,11,0,150,1,0,-1,1,0
0,12,1,100,8,14,1066,1,0
1,11,1,130,30,1,1123,2,0
1,19,1,150,5,0,-1,1,0
0,79,0,50,30,2,1301,1,0
0,22,0,80,2,11,482,1,0
1,11,1,250,2,0,-1,1,0
0,6,1,227,1,17,92,1,362
1,2,1,300,5,91,24,3,288
1,8,1,130,2,17,25,1,2
1,8,1,225,30,17,1077,1,179
1,5,1,149,2,1,207,1,0
1,14,1,320,3,0,-1,1,0
1,30,0,75,1,9,862,1,0
0,0,1,115,7,6,130,1,183
1,19,0,97,3,64,720,3,0
1,2,2,80,1,0,-1,1,59
1,28,1,275,2,20,48,1,0
0,16,1,163,4,58,66,1,132
4,127,0,55,28,27,51,4,338
0,15,0,75,2,2,1054,1,0
0,13,1,110,5,0,-1,1,0
1,11,1,247,2,21,645,2,173
1,8,1,180,14,0,-1,1,0
1,2,0,69,1,22,600,1,365
1,14,1,150,30,7,22,39,339
1,68,1,140,30,9,976,39,344
1,11,1,205,2,6,146,1,0
1,8,1,148,3,35,13,1,207
1,8,0,299,1,1,259,1,88
1,30,0,49,3,3,1302,2,0
1,2,1,150,30,1,1127,2,244
1,4,1,195,2,0,-1,1,0
0,21,0,80,1,4,51,3,342
0,6,0,68,5,81,76,6,83
0,6,0,72,5,89,276,6,322
1,2,0,97,2,146,115,7,83
2,25,1,170,2,84,51,1,178
1,30,1,67,74,7,526,19,251
2,56,1,80,1,3,162,1,0
1,30,0,29,7,0,-1,1,0
1,23,0,120,3,66,19,2,295
0,117,0,100,1,0,-1,1,0
1,18,0,250,3,18,642,2,336
1,19,0,200,2,109,24,1,336
0,34,0,90,1,0,-1,1,0
1,8,1,125,1,0,-1,1,0
2,83,1,90,3,0,-1,1,0
1,19,1,180,1,2,700,1,0
0,10,0,53,1,105,24,2,137
0,12,1,200,3,7,603,1,0
1,30,1,66,180,7,405,19,330
1,19,1,200,2,0,-1,1,0
0,6,0,75,1,0,-1,1,0
0,12,1,165,3,15,1303,2,158
0,12,0,45,1,170,84,1,245
1,30,1,80,1,150,12,1,35
0,76,0,125,2,4,1304,2,0
0,12,0,90,3,4,901,1,0
2,87,1,40,7,53,86,1,10
1,1,0,400,3,0,-1,3,0
2,56,0,39,31,2,703,18,310
0,38,1,125,1,2,704,1,0
1,2,0,85,1,21,158,2,343
0,147,0,39,1,130,24,10,26
1,26,1,150,2,23,63,1,12
2,56,1,100,2,18,25,1,83
0,12,1,189,1,0,-1,1,0
1,2,1,99,3,18,687,1,0
0,15,1,167,4,6,48,1,0
1,7,1,205,2,0,-1,1,0
0,20,0,50,1,0,-1,1,0
0,54,1,109,30,23,62,2,221
2,49,1,127,2,12,1305,2,0
1,28,1,220,3,28,259,1,293
0,15,0,45,1,22,16,3,339
1,30,0,75,2,24,38,1,321
0,12,1,120,5,1,399,1,0
0,6,0,55,1,0,-1,1,0
1,8,1,120,3,33,13,1,0
1,4,1,108,4,3,129,1,0
0,12,1,200,3,3,1306,1,0
1,8,2,55,2,54,47,2,336
1,2,0,205,2,3,1307,1,364
1,7,0,129,4,0,-1,1,0
1,28,1,150,3,74,25,1,263
1,11,0,110,1,0,-1,2,0
2,103,0,65,1,356,9,4,341
2,49,1,150,28,50,362,2,38
2,103,0,65,1,426,32,4,312
0,15,0,75,1,77,123,7,340
0,15,0,85,2,37,106,7,325
0,12,0,58,1,210,16,3,217
0,12,0,90,1,194,2,3,229
0,29,1,120,5,1,1275,1,0
0,29,1,115,6,3,1308,1,0
2,25,1,99,2,0,-1,1,0
2,56,1,105,25,14,242,1,277
1,2,0,69,7,15,123,1,213
0,20,0,80,1,0,-1,1,0
2,56,1,125,5,27,29,1,2
1,18,1,90,7,7,24,1,249
0,15,1,80,7,0,-1,1,0
1,7,0,125,1,186,33,1,271
1,7,1,215,6,39,21,1,24
1,7,1,107,21,193,1309,1,310
1,23,0,89,4,91,21,1,16
1,19,1,175,2,81,942,1,0
0,20,1,245,3,0,-1,2,280
0,20,1,245,3,0,-1,2,0
1,1,1,450,3,12,1310,1,0
1,2,0,100,3,0,-1,2,0
2,56,1,98,6,38,70,1,306
0,147,0,39,1,89,400,10,0
1,45,1,160,4,10,70,2,0
0,10,1,150,2,0,-1,1,0
1,19,1,299,2,63,21,1,210
0,20,0,75,8,6,1226,1,0
0,10,0,99,5,1,745,1,0
1,19,1,165,2,40,785,1,0
1,45,1,145,1,12,293,1,0
1,23,1,239,3,145,38,1,1
1,18,0,76,2,70,97,1,352
1,2,0,65,1,0,-1,2,0
1,4,0,60,30,2,687,9,312
0,84,1,50,3,114,6,1,18
0,29,1,250,3,27,2,1,266
0,6,1,140,3,11,719,1,0
1,7,1,125,5,5,1311,1,0
1,8,2,80,1,0,-1,1,0
0,12,0,150,1,0,-1,1,0
0,79,0,75,1,0,-1,1,0
1,7,0,200,4,0,-1,1,0
0,13,1,150,2,99,11,1,246
0,12,1,220,2,79,86,1,143
1,28,1,180,2,18,87,1,0
1,4,1,260,3,20,84,3,283
0,20,0,80,1,0,-1,1,0
1,19,1,1500,30,24,52,2,358
0,6,0,50,2,100,102,3,260
1,19,1,400,3,1,236,1,0
0,20,1,450,1,0,-1,1,0
1,8,1,225,30,7,1071,1,173
0,6,1,100,2,2,1312,2,0
1,19,1,205,1,0,-1,1,0
0,13,0,110,1,38,33,1,46
0,20,0,95,1,7,1313,1,0
1,7,1,150,2,42,46,1,258
2,83,1,100,2,21,54,1,124
0,6,1,69,1,40,17,1,3
1,28,1,110,30,12,797,15,332
0,38,1,250,3,0,-1,1,0
2,103,0,44,3,46,545,1,88
1,2,1,155,1,242,38,2,238
1,28,1,300,30,10,231,9,331
1,4,0,67,1,2,1314,1,0
0,20,1,175,4,2,273,1,0
0,20,1,149,15,22,128,1,0
0,35,0,85,2,0,-1,1,365
0,6,0,75,2,224,85,1,74
1,60,0,120,5,0,-1,1,0
0,6,0,100,3,50,19,1,339
1,8,1,129,12,20,62,1,193
0,21,1,150,1,1,1315,1,0
1,19,1,219,5,1,620,1,0
1,45,1,185,3,10,192,1,0
2,103,0,65,1,21,127,4,0
0,79,0,55,7,98,276,3,312
1,30,1,350,3,0,-1,3,0
1,4,1,170,3,6,31,1,0
1,28,0,250,1,0,-1,3,0
1,28,0,250,1,0,-1,3,0
0,6,0,70,1,0,-1,1,0
1,7,1,150,7,23,874,1,0
0,79,1,172,30,5,86,21,328
1,19,0,79,2,2,954,1,0
1,2,1,100,4,5,258,1,105
1,7,1,272,2,7,128,3,277
1,2,0,85,10,57,115,1,6
1,26,1,350,2,0,-1,1,0
1,28,1,249,3,1,1316,1,0
0,13,1,180,4,20,563,1,208
0,15,0,38,10,0,-1,1,0
1,11,1,450,3,0,-1,1,0
1,53,0,60,7,5,1317,1,0
0,12,1,95,1,0,-1,1,0
0,6,0,85,3,1,516,1,0
1,8,1,199,1,0,-1,1,0
1,8,1,260,2,54,13,1,16
1,68,1,140,30,7,448,39,332
1,68,1,185,30,5,819,39,1
0,29,1,126,1,44,16,1,7
1,9,1,399,2,122,19,1,109
1,19,1,100,7,6,1318,1,0
3,41,1,1000,1,0,-1,1,364
0,13,1,225,7,3,15,1,44
0,20,1,85,4,4,485,1,0
1,4,1,147,2,45,442,2,154
1,43,0,90,14,8,66,2,146
0,6,1,500,1,1,1319,2,362
0,22,0,72,3,37,453,2,334
0,12,0,41,4,14,695,2,0
0,12,1,180,3,103,113,2,0
2,39,0,67,5,4,686,1,0
0,21,1,122,3,48,37,1,256
1,2,1,105,3,29,1320,2,0
0,10,0,95,1,2,190,1,364
2,116,1,100,2,1,162,1,0
0,38,1,130,30,3,1125,21,312
1,2,0,107,2,92,77,1,157
1,8,0,100,30,12,953,18,364
4,80,0,85,1,9,1321,1,342
2,31,0,30,5,2,298,2,0
1,9,1,175,4,57,1114,1,0
0,12,0,95,1,0,-1,1,0
1,19,1,125,1,8,423,1,0
2,31,0,35,5,9,72,2,0
2,37,1,119,3,26,38,2,319
2,56,1,150,3,149,49,2,133
0,12,0,55,1,4,1046,1,0
0,6,1,115,2,214,24,2,108
0,6,0,99,5,14,258,1,306
0,20,0,150,1,0,-1,1,0
1,2,0,84,2,38,19,2,147
1,7,0,129,2,13,59,1,176
0,6,0,44,5,86,187,4,0
0,20,0,55,6,0,-1,1,0
0,33,1,100,3,15,835,1,0
1,2,0,65,1,40,86,1,45
2,125,0,99,1,3,106,1,365
1,2,1,100,7,2,120,1,0
1,7,1,225,5,13,943,1,0
0,17,1,120,7,23,132,1,196
1,68,1,139,2,5,1214,1,0
1,28,1,142,30,3,96,29,321
1,9,1,140,4,13,204,1,0
0,6,1,130,200,271,85,2,64
1,28,1,325,5,64,97,1,330
1,7,1,350,2,9,823,1,0
0,12,1,175,2,5,1299,1,0
1,7,0,89,4,59,38,2,286
0,70,1,69,4,159,9,2,48
0,24,0,40,6,10,535,1,0
1,19,2,65,10,21,280,4,0
1,28,1,160,14,20,84,1,43
0,16,0,135,2,88,96,4,0
1,23,1,109,3,42,28,3,7
0,20,0,85,14,3,256,1,0
1,9,1,189,4,25,535,1,191
0,24,1,125,3,56,27,1,19
1,19,0,140,1,1,625,1,0
0,13,1,160,3,4,280,1,0
0,16,1,115,5,4,335,1,0
1,30,1,80,3,31,11,1,68
0,17,1,198,2,7,1322,1,0
2,56,0,200,1,0,-1,1,0
1,19,1,230,1,46,461,1,353
1,2,1,450,5,81,8,3,303
1,27,1,895,1,66,6,1,365
1,45,1,170,3,6,410,1,0
2,56,0,120,3,18,1323,2,0
0,12,1,140,2,18,163,1,0
0,13,0,70,14,18,38,1,128
1,2,0,70,3,122,11,2,243
1,4,0,45,30,4,1324,9,311
0,15,0,140,3,148,85,1,0
1,8,1,600,5,6,824,1,0
0,3,1,195,4,0,-1,1,0
1,7,0,79,7,1,1193,1,0
1,2,1,55,14,2,1325,1,0
1,2,1,275,3,41,23,1,258
2,49,0,60,7,1,433,1,0
2,56,1,195,3,86,97,2,248
1,4,0,50,30,5,72,9,330
1,11,1,125,30,31,23,2,346
4,72,1,145,5,1,162,1,0
1,28,1,99,30,15,128,15,341
0,3,1,130,1,9,974,1,0
1,23,1,115,3,8,1316,1,0
4,42,0,60,1,56,9,3,355
1,11,1,199,4,108,97,1,162
0,12,1,170,3,22,1326,1,0
1,27,1,385,3,1,1327,1,365
1,45,1,125,4,0,-1,1,0
0,21,0,37,30,6,778,5,333
1,2,1,80,5,5,1328,1,0
0,15,0,65,1,222,32,1,292
1,52,1,600,1,0,-1,1,0
0,6,1,140,3,0,-1,1,0
1,2,0,56,1,7,907,1,0
1,30,0,70,2,7,385,1,0
2,83,1,105,7,3,59,1,141
1,2,0,70,2,68,106,1,129
2,49,0,60,1,0,-1,1,0
0,12,0,120,1,0,-1,1,0
1,7,1,150,1,3,961,1,0
1,28,0,112,10,38,83,3,157
1,7,0,145,3,0,-1,2,0
0,13,1,80,30,6,691,1,187
1,28,1,99,30,6,400,15,332
1,50,1,110,7,11,895,1,0
0,16,0,70,2,120,519,2,68
0,12,1,140,4,1,922,1,0
0,6,0,46,4,3,357,1,0
1,68,1,180,1,1,987,1,0
0,36,1,250,1,185,2,1,209
0,21,0,75,3,41,86,1,294
1,23,1,250,4,26,19,1,102
1,14,1,250,3,2,357,1,0
1,30,0,60,1,3,853,1,0
1,50,0,95,7,10,68,1,331
1,19,1,138,11,5,600,1,0
0,97,1,550,20,1,1329,1,220
0,79,0,35,1,0,-1,2,0
0,12,0,90,1,0,-1,1,0
0,20,1,180,1,0,-1,1,0
0,13,1,145,2,1,500,1,0
0,24,1,100,3,15,633,1,0
0,13,1,119,4,19,1330,1,0
0,12,0,70,2,0,-1,1,0
0,21,0,48,4,1,1331,2,0
0,0,0,35,4,0,-1,2,0
1,4,1,200,7,28,9,3,363
1,23,0,64,2,58,672,1,0
1,19,0,120,3,25,113,2,89
0,22,0,50,2,23,252,1,0
0,38,1,190,2,8,97,1,0
1,28,1,235,7,8,540,1,0
2,56,0,70,3,74,47,2,285
1,4,2,60,1,4,221,1,0
1,2,0,90,3,1,1222,1,0
1,7,0,125,1,1,1268,2,0
0,12,1,120,2,8,545,1,8
0,20,0,55,1,24,1183,1,157
1,7,1,225,7,0,-1,1,0
1,4,0,150,2,1,361,1,0
1,4,1,175,3,44,385,1,280
2,56,0,70,5,0,-1,1,0
0,20,1,112,2,8,900,1,0
1,26,1,200,10,3,207,1,0
2,39,2,105,1,19,58,1,364
0,6,0,70,2,3,1332,1,0
1,26,0,115,3,1,236,2,0
1,28,1,99,30,6,748,15,225
1,2,1,120,3,133,4,1,4
1,4,0,80,1,0,-1,1,0
0,21,0,90,2,8,212,2,363
0,21,1,70,4,8,1333,1,0
0,12,0,52,6,1,503,2,0
2,25,1,150,3,63,84,2,187
1,9,1,170,3,94,9,1,7
0,12,1,132,4,7,746,1,0
0,6,1,90,4,12,1334,2,0
0,12,1,525,6,28,27,1,365
1,4,1,249,1,67,100,1,0
1,8,1,160,2,6,1335,1,0
1,2,1,125,1,142,13,1,266
1,28,1,500,7,0,-1,1,0
0,33,0,65,1,0,-1,1,0
1,26,1,170,3,0,-1,1,0
1,8,1,150,30,31,1,1,213
1,2,0,80,1,0,-1,1,0
1,14,1,1000,2,95,72,1,353
1,28,0,175,30,0,-1,1,365
0,3,0,50,2,15,1030,2,0
1,11,1,250,5,1,1336,1,0
0,15,0,40,1,1,1300,1,0
0,6,0,75,1,0,-1,1,0
0,15,1,82,1,1,704,1,0
1,8,1,93,30,16,131,1,271
0,12,1,100,7,6,1019,1,0
1,2,0,75,1,0,-1,1,0
1,77,1,1000,2,6,1337,1,19
0,12,0,65,1,13,1284,1,128
0,12,1,250,2,5,59,1,204
1,1,1,130,1,3,346,2,0
1,102,1,199,6,0,-1,1,0
0,79,0,37,3,10,52,1,6
0,21,0,80,2,0,-1,1,0
0,21,0,33,2,9,15,1,0
1,19,0,55,26,0,-1,1,0
1,11,1,299,5,0,-1,1,0
0,21,0,69,4,5,1338,4,98
0,12,1,200,30,0,-1,1,0
0,15,1,109,1,18,353,1,0
0,29,1,200,4,5,513,1,21
1,52,0,95,2,4,1339,1,0
1,28,1,375,4,0,-1,1,0
1,45,0,50,14,1,284,1,0
2,56,0,60,1,72,1340,1,364
0,15,0,44,1,3,1216,1,0
1,4,1,9999,5,1,236,1,0
0,12,0,77,1,0,-1,1,0
1,30,0,40,6,0,-1,1,0
4,57,1,110,1,15,9,7,325
1,45,0,65,1,1,1134,1,0
0,15,1,85,5,14,1341,1,0
0,29,1,175,3,19,1342,2,88
0,76,1,93,3,52,4,1,325
2,149,1,375,2,30,13,1,351
1,2,1,100,3,111,9,1,9
1,11,1,258,3,57,9,1,320
0,15,0,75,2,19,534,1,0
0,12,1,118,30,29,722,1,295
1,45,1,120,4,4,917,1,0
1,28,1,154,4,17,1258,1,0
0,12,1,150,3,1,357,1,0
2,25,1,150,2,1,399,1,0
1,11,0,145,2,93,4,2,193
1,19,1,250,2,11,31,1,0
0,17,1,100,5,24,476,1,0
1,60,0,155,1,193,2,1,37
0,12,0,100,1,0,-1,1,0
1,4,0,75,2,262,8,1,166
0,6,1,110,1,0,-1,1,0
0,12,0,50,12,4,174,1,0
1,30,1,225,1,0,-1,1,0
0,6,0,150,1,0,-1,1,365
1,19,0,125,1,73,724,1,154
1,27,1,200,3,10,796,1,0
1,2,0,90,2,16,128,3,235
1,2,0,125,1,4,1269,3,365
0,21,0,125,2,0,-1,3,280
1,8,0,70,1,0,-1,1,0
0,21,0,55,1,0,-1,1,0
1,68,1,199,2,3,38,1,19
0,24,0,89,2,139,46,1,94
0,12,1,298,3,16,9,1,4
0,21,0,70,1,0,-1,1,0
1,5,1,110,15,26,844,1,0
1,19,1,239,2,2,1343,1,0
1,28,1,300,3,2,902,1,0
0,6,0,31,5,1,732,1,0
1,23,0,70,2,0,-1,1,0
0,21,0,73,1,1,625,1,0
1,30,0,70,2,248,2,1,12
0,123,0,63,25,10,50,1,290
1,28,1,200,30,9,359,9,332
1,1,1,220,4,149,24,1,287
0,16,0,95,2,132,9,3,265
0,38,1,127,30,7,736,21,342
0,12,0,85,8,0,-1,1,0
1,8,1,250,5,0,-1,1,0
0,20,1,195,1,1,984,1,0
1,2,0,50,3,8,1344,1,0
0,15,0,60,7,0,-1,2,0
0,6,0,58,9,2,1342,1,0
2,56,0,80,1,2,607,1,0
1,4,0,73,2,15,11,2,250
0,21,1,91,15,1,335,1,0
1,27,0,100,30,19,137,1,0
1,4,0,52,3,186,27,2,49
0,12,0,65,1,0,-1,1,0
0,29,0,70,2,45,3,1,0
0,33,1,150,5,1,911,1,0
2,49,1,107,7,105,16,8,261
1,4,0,80,1,0,-1,1,0
0,21,0,45,12,0,-1,1,0
0,6,0,62,20,2,1063,1,0
2,49,0,49,7,4,252,8,309
2,49,0,50,6,17,70,8,365
2,25,1,175,1,0,-1,1,0
0,90,1,129,5,48,19,4,91
1,68,1,198,3,103,70,1,0
1,28,1,185,1,121,32,1,337
0,24,0,90,1,0,-1,1,0
1,30,0,40,1,0,-1,1,0
0,15,1,130,1,9,700,1,0
0,12,0,100,2,32,124,2,74
0,6,0,75,1,1,207,1,0
0,21,0,90,5,107,1345,2,133
0,3,1,110,4,14,1346,1,0
0,6,0,65,2,8,132,2,175
1,7,0,49,1,102,123,1,1
1,19,1,400,3,42,788,1,363
0,12,0,60,2,0,-1,1,0
2,129,0,31,3,3,1347,1,0
2,87,0,70,1,28,4,1,325
1,8,1,250,2,23,32,1,0
1,14,1,215,1,0,-1,1,0
1,1,1,235,6,13,1348,1,0
1,77,1,2400,1,2,1349,1,365
1,2,0,35,20,2,1350,1,0
1,2,0,59,1,0,-1,1,0
1,7,0,65,17,24,116,1,86
1,23,1,180,1,5,1049,1,0
1,8,1,175,1,0,-1,1,0
0,111,1,81,3,47,211,1,287
1,1,1,225,1,14,1317,1,0
0,21,1,100,4,123,97,1,184
0,12,0,75,3,125,85,1,134
0,21,0,85,7,2,658,1,0
1,7,1,99,6,11,555,1,0
0,13,1,175,4,27,4,2,11
1,28,0,90,1,0,-1,1,0
1,19,0,125,1,39,16,4,0
0,21,0,30,1,8,1351,1,0
0,12,1,165,5,26,628,1,0
1,64,1,149,3,0,-1,1,0
0,33,0,100,1,0,-1,1,0
1,52,1,200,4,2,1352,1,0
1,19,0,110,1,1,704,1,0
1,19,1,315,1,2,221,1,0
0,12,1,148,30,16,20,1,195
0,6,1,150,5,12,130,1,9
1,19,0,175,1,41,1353,1,0
1,4,0,59,2,151,16,1,308
1,8,1,139,1,1,1354,1,0
0,24,0,50,3,50,84,3,98
1,68,1,250,30,2,1355,1,0
0,6,0,42,7,0,-1,1,0
0,12,0,100,1,0,-1,1,0
0,12,0,80,1,0,-1,1,0
2,56,1,90,14,0,-1,1,0
1,2,1,105,2,49,38,1,193
0,3,0,75,2,6,259,1,133
2,62,1,130,1,186,9,1,292
0,6,1,149,2,145,16,2,305
1,28,1,200,1,3,146,1,0
0,20,1,149,30,2,515,52,358
1,2,0,60,1,1,625,1,0
1,2,0,100,1,0,-1,1,0
4,127,0,43,28,15,50,4,336
0,34,1,145,5,11,27,1,40
1,30,1,85,30,10,38,1,147
1,1,1,275,30,39,122,4,365
0,15,0,100,3,3,363,1,89
1,1,1,105,30,2,1081,5,315
1,11,1,250,2,3,585,1,0
1,26,1,180,1,0,-1,1,0
1,7,0,175,2,188,85,1,203
0,12,1,600,2,20,9,1,283
1,26,0,95,30,37,1143,26,365
2,56,1,150,2,2,1246,1,0
1,28,1,119,10,12,1356,1,0
1,1,1,165,2,11,89,1,0
0,6,0,50,1,0,-1,1,0
1,7,1,225,1,0,-1,1,0
1,2,1,80,2,22,25,1,87
1,8,1,149,4,15,75,1,0
0,17,1,195,2,186,38,2,230
0,29,1,130,3,5,182,1,0
1,2,1,95,3,9,1013,1,0
1,1,1,125,30,5,809,5,331
1,1,1,95,30,3,554,5,318
2,103,0,50,1,55,33,1,332
1,1,1,85,30,2,118,5,83
0,21,2,95,1,0,-1,1,0
0,15,0,50,1,0,-1,1,0
0,3,0,80,14,2,396,1,335
0,21,1,320,3,125,9,1,269
0,21,0,37,17,0,-1,2,0
0,15,0,90,4,1,1357,1,0
1,7,1,95,30,4,88,5,337
1,8,0,85,3,6,50,1,193
0,29,0,79,13,8,376,3,24
1,19,0,100,7,0,-1,1,0
0,15,0,54,2,50,29,4,302
1,8,1,129,10,29,16,1,0
2,25,0,90,4,21,695,1,89
0,10,1,254,2,8,27,3,365
1,7,1,159,2,16,1358,1,0
1,4,1,90,5,2,597,1,0
0,13,0,85,5,47,135,2,9
0,6,0,45,3,5,902,1,0
0,36,1,275,10,1,862,1,1
0,21,0,38,1,1,1243,1,0
0,6,1,100,2,3,1359,1,0
0,12,0,103,1,7,375,1,0
1,28,1,99,30,8,320,15,270
1,28,1,185,3,7,1353,1,0
0,6,0,90,1,0,-1,1,0
1,43,0,86,4,2,129,1,0
1,30,0,40,3,23,11,1,70
2,81,1,165,2,58,22,5,163
1,8,2,35,2,134,259,2,66
0,6,1,2000,7,3,273,1,0
1,8,1,117,14,0,-1,1,15
0,0,0,50,14,0,-1,1,0
0,10,1,175,3,14,1360,1,0
0,21,1,95,1,1,1182,1,0
1,19,0,70,2,5,1361,1,0
0,12,1,100,3,18,66,1,3
0,12,0,150,4,3,360,1,362
1,28,1,169,3,130,13,1,274
0,15,0,50,1,0,-1,1,0
1,26,0,99,1,5,266,1,0
1,1,1,200,1,0,-1,1,0
0,20,0,70,4,6,31,1,0
0,6,1,130,14,33,38,1,105
1,5,0,125,1,0,-1,1,0
1,52,1,180,2,11,571,1,0
0,3,0,80,5,1,1267,1,0
2,95,0,45,1,0,-1,1,0
0,3,1,99,5,0,-1,1,0
1,2,1,99,25,16,13,1,157
0,123,0,99,1,58,22,1,88
1,23,1,225,1,0,-1,1,0
2,56,1,150,1,3,356,1,0
1,64,1,100,3,0,-1,1,13
0,12,0,73,2,39,28,1,260
